,time_scraped,time_published,source,title,link,text
573,"11/19/2020, 17:41:25","11/17/2020, 15:37:32",BusinessJournal,PGA Tour's BMW Championship coming to Wilmington Country Club in 2022,https://www.bizjournals.com/philadelphia/news/2020/11/17/bmw-championship-wilmington-country-club-2020.html?ana=brss_1028,Officials estimate the tournament will generate a $30 million economic impact for the Philadelphia area.
576,"11/19/2020, 17:41:25","11/17/2020, 15:12:17",BusinessJournal,More delays for ethane cracker project in Ohio,https://www.bizjournals.com/pittsburgh/news/2020/11/17/more-delays-for-ethane-cracker-project-in-ohio.html?ana=brss_1028,"As recently as September, PTT had expected to make the long-awaited final investment decision in early 2021."
580,"11/19/2020, 17:41:25","11/17/2020, 14:39:14",BusinessJournal,"'Near the top of our wish list' — PNC had its eye on BBVA for years, CEO says",https://www.bizjournals.com/denver/news/2020/11/17/pnc-had-its-eye-on-bbva-for-years.html?ana=brss_1028,"Here's what first bank buy in eight years means for Pittsburgh's biggest bank, which has recently been expanding in Denver."
586,"11/19/2020, 17:41:25","11/17/2020, 14:13:13",BusinessJournal,San Antonio Covid-zapping robots are new TV stars,https://www.bizjournals.com/sanantonio/news/2020/11/17/xenex-germ-zapping-robots-now-network-tv-stars.html?ana=brss_1028,A pair of dramatic television series are using the San Antonio robots in their filming.
587,"11/19/2020, 17:41:25","11/17/2020, 14:13:03",BusinessJournal,Northam begins push to legalize recreational marijuana in Virginia,https://www.bizjournals.com/washington/news/2020/11/17/northam-marijuana-legalize-virginia.html?ana=brss_1028,A state-regulated market could bring in $300 million in tax revenue.
590,"11/19/2020, 17:41:25","11/17/2020, 14:00:08",BusinessJournal,Most Admired CEO Andre Durand leads through evolving tech-security landscape,https://www.bizjournals.com/denver/news/2020/11/17/dbj-most-admired-ceo-andre-durand.html?ana=brss_1028,"Over the past 30 years, Ping Identity founder and CEO Andre Durand has helped build, grow and sell tech companies to giants like Cisco."
593,"11/19/2020, 17:41:25","11/17/2020, 13:54:00",BusinessJournal,M&A wrap: East Coast media group launches new Hispanic radio station in Austin,https://www.bizjournals.com/austin/news/2020/11/17/m-a-wrap-provene-point-health-norsan.html?ana=brss_1028,"Mergers and acquisitions are returning to near pre-pandemic levels. That can be seen in the Austin area, where an East Coast company that owns both restaurants and radio stations just expanded into Texas for the first time."
594,"11/19/2020, 17:41:25","11/17/2020, 13:52:46",BusinessJournal,"Hines to turn Uptown's Maple Terrace into offices, build 21-story high-rise next door",https://www.bizjournals.com/dallas/news/2020/11/17/industrial.html?ana=brss_1028,"The project could cost nearly $130 million, according to plans."
599,"11/19/2020, 17:41:25","11/17/2020, 13:23:00",BusinessJournal,Dalton Agency moves Atlanta office into $160M West Midtown project,https://www.bizjournals.com/jacksonville/news/2020/11/17/dalton-agency-west-midtown-office-move.html?ana=brss_1028,Marketing group The Dalton Agency is relocating its Atlanta office to a new $160 million project rising over West Midtown.
604,"11/19/2020, 17:41:25","11/17/2020, 13:04:52",BusinessJournal,Minneapolis loses 2021 March Madness regional as NCAA moves entire tournament to Indianapolis,https://www.bizjournals.com/twincities/news/2020/11/17/minneapolis-loses-2021-ncaa-regional-game.html?ana=brss_1028,"The NCAA has moved its 2021 Men’s Basketball Tournament to a single site in Indianapolis, cutting out Minneapolis and other cities that had been scheduled to host early rounds of March Madness."
605,"11/19/2020, 17:41:25","11/17/2020, 12:59:07",BusinessJournal,Rand Tower will add a rooftop bar in hotel makeover,https://www.bizjournals.com/twincities/news/2020/11/17/rand-tower-rooftop-bar-hotel.html?ana=brss_1028,"Rand Tower, the art deco tower in downtown Minneapolis that's being converted into a 270-room hotel, will get a rooftop restaurant as part of its $86 million renovation."
606,"11/19/2020, 17:41:25","11/17/2020, 12:56:16",BusinessJournal,"Mizzou receives $5M gift for school of journalism, botanic garden",https://www.bizjournals.com/stlouis/news/2020/11/17/mizzou-receives-5m-gift.html?ana=brss_1028,The University of Missouri - Columbia received a $5 million estate gift from Pat and Sandy Hiatte that will be split equally between the university's school of journalism and its botanic garden.
611,"11/19/2020, 17:41:25","11/17/2020, 12:29:14",BusinessJournal,Dayton-area home builder eyes new housing developments,https://www.bizjournals.com/dayton/news/2020/11/17/dayton-area-homebuilder-grows-in-dayton.html?ana=brss_1028,"A Dayton-area home builder is upping its investments locally, eyeing four new developments that could debut within the next two years."
612,"11/19/2020, 17:41:25","11/17/2020, 12:22:58",BusinessJournal,"With 400-plus applicants, UMSL's new diversity-focused startup accelerator spotlights an 'unmet need'",https://www.bizjournals.com/stlouis/news/2020/11/17/umsl-diversity-startups-400-applicants.html?ana=brss_1028,"When the leaders of the Diversity, Equity and Inclusion (DEI) Accelerator made their call for applications, they figured the newly launched startup incubator would likely garner around 200 submissions. They got twice that figure."
616,"11/19/2020, 17:41:25","11/17/2020, 12:09:33",BusinessJournal,Novare Group eyes property in Atlanta’s Westside for new apartment project,https://www.bizjournals.com/atlanta/news/2020/11/17/novare-group-upper-westside-atlanta-apartment.html?ana=brss_1028,"Atlanta’s Novare Group, well-known for its urban residential skyscraper towers, now has its sights on a large, undeveloped piece of land in the city’s Westside where it plans to build nearly 300 garden-style apartment units."
619,"11/19/2020, 17:41:25","11/17/2020, 11:53:43",BusinessJournal,'OH Zone' virtual career fairs to connect Miami Valley job seekers with local businesses,https://www.bizjournals.com/dayton/news/2020/11/17/virtual-career-fairs.html?ana=brss_1028,A series of virtual career fairs will be held throughout the Miami Valley to help local residents find employment and to assist area companies with filling open positions.
621,"11/19/2020, 17:41:25","11/17/2020, 11:34:20",BusinessJournal,Inside Zoë Barry's new fintech startup,https://www.bizjournals.com/boston/news/2020/11/17/inside-zo-barrys-new-fintech-startup.html?ana=brss_1028,"After selling her drug-prescription startup, ZappRx, to a publicly traded health IT company last year, Boston entrepreneur Zoë Barry planned to take a year off. She made it two months before filing incorporation papers for her next company."
637,"11/19/2020, 17:41:25","11/16/2020, 23:22:14",BusinessJournal,"Restaurants push back on new closings, call for more help",https://www.bizjournals.com/portland/news/2020/11/16/restaurants-push-back-on-new-closings.html?ana=brss_1028,Restaurant owners say another round of restrictions would trigger more closings without help from the state
640,"11/19/2020, 17:41:25","11/16/2020, 22:54:28",BusinessJournal,Bay Area group serves up bid for pro tennis 'bubble season',https://www.bizjournals.com/sanfrancisco/news/2020/11/16/world-teamtennis-wtt-pivot-agency.html?ana=brss_1028,At least $1 million in corporate sponsors are needed to make Bay Area bid competitive with other regions for World TeamTennis 2021 Covid quarantine season.
664,"11/19/2020, 17:41:40","11/18/2020, 00:00:00",vcaonline,(Transition News) WindRose Health Investors Names Operating Partner,https://www.vcaonline.com/news/news.asp?ID=2020111824,
673,"11/19/2020, 17:41:43","11/19/2020, 18:05:00",Globenewswire -Mergers & Acquisitions,Verizon Media and BuzzFeed Announce New Strategic Partnership Across Content and Advertising,http://www.globenewswire.com/news-release/2020/11/19/2130436/0/en/Verizon-Media-and-BuzzFeed-Announce-New-Strategic-Partnership-Across-Content-and-Advertising.html,"BuzzFeed Acquires HuffPost, Expanding its Slate of World-Class Media Brands With Cultural Impact"
675,"11/19/2020, 17:41:43","11/19/2020, 14:11:00",Globenewswire -Mergers & Acquisitions,"Global Telehealth Market Worth USD 559.52 Billion and Exhibit 25.2% CAGR; Fear of Virus Transmission through Hospital Travels to Spur Growth, Fortune Business Insights™",http://www.globenewswire.com/news-release/2020/11/19/2130237/0/en/Global-Telehealth-Market-Worth-USD-559-52-Billion-and-Exhibit-25-2-CAGR-Fear-of-Virus-Transmission-through-Hospital-Travels-to-Spur-Growth-Fortune-Business-Insights.html,"Key Prominent Players Covered in the Telehealth Market Research Report Are American Well (Boston, U.S.), MDLIVE Inc. (Sunrise, U.S), Teladoc Health Inc. (Purchase, U.S.), Doctor on Demand Inc. (San Francisco, U.S.), Dictum Health Inc. (Oakland, U.S.), Grand Rounds Inc. (San Francisco, U.S.), OpenTeleHealth (Balticagade, Denmark) and other key market players. Key Prominent Players Covered in the Telehealth Market Research Report Are American Well (Boston, U.S.), MDLIVE Inc. (Sunrise, U.S), Teladoc Health Inc. (Purchase, U.S.), Doctor on Demand Inc. (San Francisco, U.S.), Dictum Health Inc. (Oakland, U.S.), Grand Rounds Inc. (San Francisco, U.S.), OpenTeleHealth (Balticagade, Denmark) and other key market players."
688,"11/19/2020, 17:41:48","11/19/2020, 10:10:23",PEHub,Digital Colony leads $1.25bn for Vantage Data Centers,https://www.pehub.com/digital-colony-leads-1-25bn-for-vantage-data-centers/,"Vantage Data Centers, a provider of hyperscale data center campuses, has raised $1.25 billion in funding."
698,"11/19/2020, 17:41:51","11/18/2020, 12:20:58",PEHub,Desjardins Capital taps Marie-Hélène Nolet as COO,https://www.pehub.com/desjardins-capital-taps-nolet-as-coo/,"Marie-Hélène Nolet has been appointed chief operating officer of Desjardins Capital, fund manager for Capital régional et coopératif Desjardins, an investor in Quebec small businesses."
704,"11/19/2020, 17:41:55","11/18/2020, 11:49:20",PEHub,BRCM appoints Krandel as CIO and capital markets head,https://www.pehub.com/brcm-appoints-krandel-as-cio-and-capital-markets-head/,Beacon Ridge Capital Management has hired Craig Krandel as chief investment officer and head of capital markets.
717,"11/19/2020, 17:41:58","11/18/2020, 08:15:24",PEHub,WindRose Health names Cherrill Farnsworth operating partner,https://www.pehub.com/windrose-health-names-cherrill-farnsworth-operating-partner/,WindRose previously partnered with the industry exectuive when it made a majority equity investment in HealthHelp.
718,"11/19/2020, 17:41:58","11/18/2020, 08:09:31",PEHub,Shore Capital partners with Women’s Health Group,https://www.pehub.com/shore-capital-partners-with-womens-health-group/,"WHG represents the fourth platform investment out of Shore Capital Partners Fund III, a $293 million investment vehicle raised in April 2019."
744,"11/19/2020, 17:41:59","11/19/2020, 17:41:59",Fortune,roductivity and efficiency gains haven’t come easily to some capital markets firms during the pandemic - yet 80% of dealmakers agree that internal technology is the answer to remaining competitive. Will the new normal force dealmakers to change? Download the guide.,https://fortune.com/newsletter/termsheet/,
749,"11/19/2020, 17:41:59","11/19/2020, 17:41:59",Fortune," GTCR recapped Jet Support Services, a private jet servicing firm. Financial terms weren't disclosed.",https://fortune.com/newsletter/termsheet/,
752,"11/19/2020, 17:41:59","11/19/2020, 17:41:59",Fortune," Prairie Capital recapitalized Applied Data Corporation, a Tampa-based provider of fresh item management technology for grocery and convenience stores.",https://fortune.com/newsletter/termsheet/,
759,"11/19/2020, 17:41:59","11/19/2020, 17:41:59",Fortune,Searchlight Capital Partners closed Searchlight Capital III with of $3.4 billion in committed capital.,https://fortune.com/newsletter/termsheet/,
762,"11/19/2020, 17:42:02","11/18/2020, 00:00:00",PEProfessional,KKR Forms Medical Device Platform,https://peprofessional.com/2020/11/kkr-forms-medical-device-platform/,"KKR has partnered with medical device executive Duke Rohlen to form Zeus Health to invest in medical device companies. The formation of Zeus, with $100 million of capital, continues a long-standing relationship between KKR and Mr. Rohlen. In March 2016, KKR invested in Spirox, a California-based ears, nose, and throat (ENT) device company, led by […]"
763,"11/19/2020, 17:42:02","11/17/2020, 00:00:00",PEProfessional,Lincoln – Sponsors and Lenders Beating COVID-19,https://peprofessional.com/2020/11/lincoln-sponsors-lenders-beating-covid-19/,"Lincoln International has released the results of its third-quarter middle-market index (Lincoln MMI) which tracks changes in the enterprise values of US-based privately-held middle-market companies—primarily those owned by private equity firms. Lincoln’s new report is based on its database of over 2,200 private equity portfolio companies with median EBITDA of approximately $30 million and shows […]"
764,"11/19/2020, 17:42:02","11/17/2020, 00:00:00",PEProfessional,HKW Adds Tech-Focused VP,https://peprofessional.com/2020/11/hkw-adds-tech-focused-vp/,"HKW has hired Rick Ammar as a vice president to assist the firm with its expanding technology efforts. Mr. Ammar is based in HKW’s New York office. Mr. Ammar’s responsibilities at HKW include sourcing new investments, evaluating new investment opportunities, performing underwriting and due diligence, and executing platform and add-on transactions. “Rick’s track record of […]"
765,"11/19/2020, 17:42:02","11/12/2020, 00:00:00",PEProfessional,CIVC Proves There’s Life After Fifty,https://peprofessional.com/2020/11/50-year-old-civc-closes-fund-vi/,"CIVC Partners has closed its sixth fund, CIVC Partners Fund VI LP, with $525 million of limited partner capital commitments. The new fund had an original target of $450 million and also closed above its original hard cap. Fund VI was backed by both existing and new investors, including insurance companies, fund of funds, pension […]"
767,"11/19/2020, 17:42:02","11/12/2020, 00:00:00",PEProfessional,Vector Hires Head of Value Creation,https://peprofessional.com/2020/11/vector-hires-head-value-creation/,"Vector Capital has hired Anupam Banerjee as a managing director and head of value creation. Mr. Banerjee will work with the firm’s investment team to underwrite new investments and assist portfolio companies to develop and execute go-to-market strategies, drive growth, and improve profitability. Prior to joining Vector, Mr. Banerjee was a partner at McKinsey & […]"
770,"11/19/2020, 17:42:16","11/02/2020, 00:00:00",PEProfessional,Tree Line Backs Longshore’s Gen3,https://peprofessional.com/2020/11/tree-line-backs-longshores-gen3/,"Lower middle-market lender Tree Line Capital Partners has backed Longshore Capital Partners’ acquisition of Gen3 Marketing from LaSalle Capital. Gen3 is a provider of digital marketing services, including pay-per-click, search engine optimization, and social media. The company was founded in 2007 and is headquartered near Philadelphia in Blue Bell, Pennsylvania. Longshore was formed in 2020 […]"
771,"11/19/2020, 17:42:16","10/27/2020, 00:00:00",PEProfessional,Thoma Bravo Hits Hard Cap Trifecta,https://peprofessional.com/2020/10/thoma-bravo-hits-hard-cap-trifecta/,"Thoma Bravo, an active investor in the software and technology sectors, has completed fundraising for three funds totaling more than $22.8 billion in capital commitments: Each of the three new funds – Thoma Bravo Fund XIV LP (Fund XIV) with $17.8 billion of capital, Thoma Bravo Discover Fund III LP (Fund Discover) with $3.9 billion […]"
772,"11/19/2020, 17:42:16","10/27/2020, 00:00:00",PEProfessional,"With New Capital, Arbor Adds Partners and Expands NY Office",https://peprofessional.com/2020/10/new-capital-arbor-adds-partners-expands-ny-office/,"Quickly following the close earlier this month of its fifth fund, Arbor Investments V LP (Arbor V), with $1.5 billion of outside capital, Arbor has announced three new partners and the expansion of the firm’s New York City office. The three new partners – all based in Chicago – are J. David Foster, Jason Booth, […]"
773,"11/19/2020, 17:42:16","10/16/2020, 00:00:00",PEProfessional,Arbor Grabs $1.7 Billion of Dry Powder,https://peprofessional.com/2020/10/arbor-grabs-1-7-billion-dry-powder/,"Arbor Investments has closed its fifth fund, Arbor Investments V LP (Arbor V), with $1.5 billion of outside capital commitments. The firm has also closed its second captive subordinated debt fund, Arbor Debt Opportunities Fund II LP (Arbor Debt II), with $168 million of outside capital commitments. The marketing and closing of these two funds […]"
774,"11/19/2020, 17:42:16","10/16/2020, 00:00:00",PEProfessional,Cascadia Forms “Industry 4.0” Practice,https://peprofessional.com/2020/10/cascadia-forms-industry-4-0-practice/,"Cascadia Capital has formed a new investment banking practice dedicated to the robotics, automation, and artificial intelligence (RAAI) sectors. Cascadia’s RAAI practice has been formed in response to the Fourth Industrial Revolution – commonly referred to as “Industry 4.0” – the ongoing automation of traditional manufacturing and industrial practices, using modern smart technology. Sectors of […]"
775,"11/19/2020, 17:42:16","10/16/2020, 00:00:00",PEProfessional,HarbourVest’s Performance Leads to Hard Cap Close,https://peprofessional.com/2020/10/harbourvests-performance-leads-hard-cap-close/,"HarbourVest Partners has held an oversubscribed and hard cap close of its latest secondaries fund, Dover Street X LP (Dover X), with $8.1 billion of capital commitments. The hard cap close of Dover X follows strong net IRR performances by earlier Dover funds including Dover IX (2016 vintage) at 65.6%; Dover VIII (2012) at 22.4%; […]"
776,"11/19/2020, 17:42:16","10/14/2020, 00:00:00",PEProfessional,Long Ridge Hits Hard Cap,https://peprofessional.com/2020/10/long-ridge-hits-hard-cap/,"Long Ridge Equity Partners has held an oversubscribed, hard cap, and final closing of Long Ridge Equity Partners III LP with $445 million of capital commitments. Limited partners in the new fund committed $400 million of the capital and are comprised of endowments and foundations, public pensions, funds of funds, insurance companies, wealth managers, and […]"
779,"11/19/2020, 17:42:16","10/07/2020, 00:00:00",PEProfessional,Next Year to Bring New Ways for New Deals,https://peprofessional.com/2020/10/next-year-bring-new-ways-new-deals/,"Despite the ongoing economic uncertainty from the pandemic, many private equity professionals are optimistic about the outlook for 2021 and are looking to alternative merger and acquisition methods to navigate the crisis and pursue new disruptive business growth strategies. According to Deloitte’s “Future of M&A Trends Survey” of 1,000 U.S. corporate M&A executives and private […]"
780,"11/19/2020, 17:42:30","10/06/2020, 00:00:00",PEProfessional,BDO Sees Stronger 2021,https://peprofessional.com/2020/10/bdo-sees-stronger-2021/,"BDO has just published its U.S. Private Capital Pulse Fall 2020 Survey which finds that even as they prepare for a second wave of the coronavirus, three-quarters of private equity firms expect the economy to turn around in 2021. Three-quarters of all fund managers surveyed expect the economy to improve next year—28% expect it to […]"
781,"11/19/2020, 17:42:30","10/01/2020, 00:00:00",PEProfessional,Tree Line Sees Future at Alpine’s Ingenio,https://peprofessional.com/2020/10/tree-line-sees-future-alpines-ingenio/,"Tree Line Capital Partners and CVC Credit Partners have provided an increase to their existing credit facility to Ingenio, a portfolio company of Alpine Investors. With the new increase, used to support an add-on acquisition which closed in August, the Tree Line /CVC Credit facility with Ingenio now totals $127 million. Tree Line was the […]"
783,"11/19/2020, 17:42:30","09/25/2020, 00:00:00",PEProfessional,Creative Destruction: How PE Business Development May Change Forever,https://peprofessional.com/2020/09/89555/,"By Mark Gartner, Principal & Head of Investment Development, ClearLight Partners “Every act of creation is first an act of destruction.” – Pablo Picasso The pandemic is stress testing everything, and COVID-19 may finally kill several business development (BD) strategies already in decline. This isn’t great news because finding good deals at reasonable prices is […]"
787,"11/19/2020, 17:42:30","09/18/2020, 00:00:00",PEProfessional,Financial Sponsor Pro Joins BGL,https://peprofessional.com/2020/09/bgl-expands-financial-sponsor-coverage/,Brown Gibbons Lang & Company (BGL) has hired Heather Mosbacher Reiner as a managing director in the firm’s financial sponsor coverage group. Ms. Reiner will be based in New York City. Ms. Reiner has more than 20 years of experience in investment banking and joins BGL from William Blair where she was a director in […]
843,"11/24/2020, 16:59:56","11/23/2020, 22:33:40",FinSME,Northwestern Mutual Launches Initiatives To Aupport Black Startup Founders,https://www.finsmes.com/2020/11/northwestern-mutual-launches-initiatives-to-aupport-black-startup-founders.html,"Northwestern Mutual has launched new initiatives that will support Black startup founders nationally and locally in its headquarters of Milwaukee. The company&#8217;s venture capital fund, Northwestern Mutual Future Ventures, will dedicate $20m to investing in startup companies founded by Black entrepreneurs. The investment criteria for the $20m Black founder funding allocation is aligned with Northwestern Mutual Future Ventures&#8217; key strategic areas [&#8230;]The post Northwestern Mutual Launches Initiatives To Aupport Black Startup Founders appeared first on FinSMEs."
852,"11/24/2020, 16:59:56","11/23/2020, 16:25:32",FinSME,Qiming’s Portfolio Company Antengene Lists on Main Board of HKEX,https://www.finsmes.com/2020/11/qiming-s-portfolio-company-antengene-lists-on-main-board-of-hkex.html,"Clinical-stage Asia-Pacific biopharmaceutical company Antengene (SEHK: 6996) officially listed on the Main Board of The Stock Exchange of Hong Kong Limited on Nov. 20, 2020. The listing of Antengene was the 11th public listing in Qiming&#8217;s portfolio in 2020. The firm started to invest in Antengene in August 2017 as the A round lead investor and followed on in [&#8230;]The post Qiming&#8217;s Portfolio Company Antengene Lists on Main Board of HKEX appeared first on FinSMEs."
856,"11/24/2020, 16:59:57","11/24/2020, 17:56:00",Businesswire Merger,PureFacts Financial Solutions acquiert Quartal Financial Solutions et devient leader mondial de la WealthTech,http://www.businesswire.com/news/home/20201124005891/fr/,"TORONTO--(BUSINESS WIRE)--PureFacts Financial Solutions, l'un des principaux fournisseurs de WealthTech en matière de gestion de frais, de rapports et de solutions d'analyse prédictive basées sur l'IA, a acquis Quartal Financial Solutions, premier fournisseur européen de solutions de calcul et de facturation de frais et de commissions pour les secteurs de la finance et des assurances. Cette acquisition renforce la capacité de PureFacts à offrir à ses clients de renom des solutions de gestion de"
858,"11/24/2020, 16:59:57","11/24/2020, 16:06:00",Businesswire Merger, Worldsensing Hands over Smart City IoT Solution Builder OneMind Technologies to Affluence Corporation,http://www.businesswire.com/news/home/20201124005786/en/%C2%A0Worldsensing-Hands-over-Smart-City-IoT-Solution-Builder-OneMind-Technologies-to-Affluence-Corporation/,"BARCELONA, Spain--(BUSINESS WIRE)-- #IIoT--Worldsensing announced today the closing of the acquisition of OneMind Technologies SL by Affluence Corporation (AFFU.PK). The new entity is a wholly owned subsidiary of Affluence Corporation. Worldsensing SL was advised by DWF RCD in Spain. Affluence Corporation was advised by Kirkland &amp; Ellis in the US and Araoz &amp; Rueda in Spain. OneMind Technologies SL, based in Barcelona, Spain, helps organizations to transform operational decisions and reveal insi"
860,"11/24/2020, 16:59:57","11/24/2020, 14:31:00",Businesswire Merger,MadNetwork Absorbs Po.et and Announces Plans for Multi-Token System,http://www.businesswire.com/news/home/20201124005673/en/MadNetwork-Absorbs-Po.et-and-Announces-Plans-for-Multi-Token-System/,"SAN FRANCISCO--(BUSINESS WIRE)---- $CRYPTO #MadNetwork--The team behind MadNetwork, a custom blockchain purpose-built for enterprise authentication infrastructure, today announced plans to absorb Po.et, the decentralized protocol for content ownership, discovery and monetization in media. Together, they aim to tackle the most important problem with the internet today -- identity validation -- and its uses in content and monetization. Along with its plans to merge resources with Po.et, MadNetwork also presented a new d"
862,"11/24/2020, 16:59:57","11/24/2020, 14:18:00",Businesswire Merger,Exclusive Networks acquisisce Nuaware per accelerare le opportunità di cloud e DevOps per collaboratori di canale e fornitori,http://www.businesswire.com/news/home/20201124005656/it/,"PARIGI e LONDRA--(BUSINESS WIRE)--Exclusive Networks oggi ha annunciato l'acquisizione di Nuaware, un distributore ad hyper growth, born-in-the-cloud all'avanguardia assoluta del cloud, del DevSecOps e della containerizzazione. L'operazione aggiunge immediata capacità di dimensioni e servizi globali alla proposta e al portafoglio di Nuaware, potenziando Exclusive Networks, i suoi fornitori e la sua comunità con una serie esclusiva di competenze per sfruttare gli enormi cambiamenti nella domanda"
869,"11/24/2020, 16:59:57","11/24/2020, 11:27:00",Businesswire Merger,Exclusive Networks rachète Nuaware en vue d’accélérer les possibilités Cloud et DevOps pour les partenaires de distribution et fournisseurs,http://www.businesswire.com/news/home/20201124005530/fr/,"PARIS et LONDRES--(BUSINESS WIRE)--Exclusive Networks a annoncé aujourd'hui l’acquisition de Nuaware, un distributeur à hypercroissance, né sur le Cloud, à l'avant-garde du Cloud, de DevSecOps et de la conteneurisation. La décision ajoute une échelle mondiale immédiate et une capacité de services à la proposition et au portefeuille de Nuaware, tout en procurant à Exclusive Networks et à sa communauté de distributeurs et de partenaires un ensemble de compétences unique pour capitaliser sur les i"
889,"11/24/2020, 16:59:57","11/24/2020, 07:55:00",Businesswire Funding,Samenvatting: GrAI Matter Labs zamelt $ 14 miljoen in om de snelste AI per watt naar elk apparaat op de rand te brengen,http://www.businesswire.com/news/home/20201123006346/nl/,"PARIJS--(BUSINESS WIRE)--GrAI Matter Labs, een pionier op het gebied van door de hersenen geïnspireerde computers met ultralage latentie, heeft vandaag zijn laatste financieringsronde van $ 14 miljoen aangekondigd. De ronde werd geleid door iBionext, vergezeld door alle bestaande investeerders en onlangs verwelkomde Bpifrance via het Future Investment Program en Celeste Management. Het bedrijf zal de fondsen gebruiken om het ontwerp en de marktintroductie van zijn eerste GrAI® full-stack AI-sys"
896,"11/24/2020, 16:59:58","11/24/2020, 20:44:26",Techcruch,Working to understand C3.ai’s growth story,http://feedproxy.google.com/~r/Techcrunch/~3/kJXTLUi3_bk/,"The end-of-year IPO wave continues, this time with C3.ai moving closer to its own formal debut by updating its S-1 filing with third-quarter data. The new data provides the market with a much better look into how the unicorn AI company&#8217;s business has progressed during the COVID-19 era, and should help public investors price the [&#8230;]"
897,"11/24/2020, 16:59:58","11/24/2020, 20:14:57",Techcruch,Pay-per-mile auto insurer Metromile is heading to public markets via SPAC,http://feedproxy.google.com/~r/Techcrunch/~3/8d2Bu0nUZ5A/,"Metromile, the pay-per-mile auto insurer that earlier this year laid off a third of its staff due to economic uncertainties caused by COVID-19, is taking the SPAC path to the public markets. The company, which was founded in 2011 and is led by CEO Dan Preston, said it has reached a merger agreement with special [&#8230;]"
898,"11/24/2020, 16:59:58","11/24/2020, 19:56:58",Techcruch,‘Complete Success’: Rocket Lab’s booster recovery is a big step toward reusability,http://feedproxy.google.com/~r/Techcrunch/~3/8GUJ-O0ADPw/,"Rocket Lab has successfully recovered the first stage of an Electron launch vehicle after it made a controlled splashdown in the Atlantic, marking a major milestone in the company&#8217;s quest for a reusable rocket. CEO Peter Beck, speaking to press shortly after the operation, called the mission &#8220;a complete success&#8221; — and it raised $286,092 [&#8230;]"
903,"11/24/2020, 16:59:58","11/24/2020, 17:51:50",Techcruch,"As edtech grows cash rich, some lessons for early stage",http://feedproxy.google.com/~r/Techcrunch/~3/hV9BHU18QZ8/,"Last week, Udemy, an online learning marketplace, raised $50 million at a $3.32 billion valuation, up from a $2 billion valuation earlier this year. Language learning app Duolingo raised $35 million on a $2.4 billion valuation, up from a $1.65 valuation from earlier this year. The valuation bumps for both Duolingo and Udemy underscore just [&#8230;]"
906,"11/24/2020, 16:59:58","11/24/2020, 16:48:16",Techcruch,Fortnite adds a $12 monthly subscription bundle,http://feedproxy.google.com/~r/Techcrunch/~3/509xS4xc6Dg/,"Fortnite’s free to play model has no doubt been a big driver in the battle royale title’s stratospheric success. Epic clearly hasn’t had much issue monetizing the game. While revenue slipped last year, it still managed to pull in a massive windfall of $1.8 billion (down from an even more staggering $2.4 billion). The company [&#8230;]"
946,"11/24/2020, 16:59:59","11/24/2020, 21:30:00",PRNewswire -All News Releases,Xenia Hotels &amp; Resorts Completes Dispositions Of Hotel Commonwealth And Renaissance Austin Hotel,https://www.prnewswire.com:443/news-releases/xenia-hotels--resorts-completes-dispositions-of-hotel-commonwealth-and-renaissance-austin-hotel-301180107.html,"ORLANDO, Fla., Nov. 24, 2020 /PRNewswire/ -- Xenia Hotels & Resorts, Inc. (NYSE: XHR) (""Xenia"" or the ""Company"") today announced it has completed the previously announced dispositions of the 245-room Hotel Commonwealth in Boston, Massachusetts for $113.0 million, or approximately $461,000..."
950,"11/24/2020, 17:00:00","11/24/2020, 21:25:00",PRNewswire -Business Technology,Remote Work and Learn Solutions Drive Dell Technologies' Third Quarter Fiscal 2021 Financial Results,https://www.prnewswire.com:443/news-releases/remote-work-and-learn-solutions-drive-dell-technologies-third-quarter-fiscal-2021-financial-results-301179997.html,"ROUND ROCK, Texas, Nov. 24, 2020 /PRNewswire/ -- News summary Third quarter total revenue up 3% to $23.5 billion Record Client Solutions Group revenue of $12.3 billion, up 8%, operating income of $1.0 billion Diluted earnings per share up 64% to $1.08, non-GAAP diluted earnings per share..."
953,"11/24/2020, 17:00:00","11/24/2020, 21:05:00",PRNewswire -Consumer Products & Retail,Nordstrom Reports Third Quarter 2020 Earnings,https://www.prnewswire.com:443/news-releases/nordstrom-reports-third-quarter-2020-earnings-301179822.html,"SEATTLE, Nov. 24, 2020 /PRNewswire/ -- Nordstrom, Inc. (NYSE: JWN) today reported third quarter results, which reflected sequential improvement in sales and earnings relative to the prior quarter. The Company generated earnings before interest and taxes (EBIT) of more than $100 million,..."
958,"11/24/2020, 17:00:01","11/24/2020, 21:05:00",PRNewswire -Energy,Trecora Resources To Participate in Upcoming Citi 2020 Basic Materials Virtual Conference,https://www.prnewswire.com:443/news-releases/trecora-resources-to-participate-in-upcoming-citi-2020-basic-materials-virtual-conference-301180021.html,"SUGAR LAND, Texas, Nov. 24, 2020 /PRNewswire/ -- Trecora Resources (NYSE: TREC), a leading provider of specialty hydrocarbons and specialty waxes, today announced an update to its upcoming conference schedule: Citi 2020 Basic Materials Virtual Conference Date: Tuesday, December 1, 2020 *..."
